# Use the Source file to translate labels for the first time.
# - Change the language code in the header from the organization's default language to the translation language. See "Supported Languages for Translatable Customizations" in the Salesforce.com online help for a list of supported languages and their associated language codes.
# - Replace the untranslated values in the LABEL column with translated values.

# Notes:
# Don't add columns to or remove columns from this file.
# Tabs (\t), new lines (\n) and carriage returns (\r) are represented by special characters in this file. These characters should be preserved in the import file to maintain formatting.
# Lines that begin with the # symbol are ignored during import.
# Salesforce translation files are exported in the UTF-8 encoding to support extended and double-byte characters. This encoding cannot be changed.

# Language: English
Language code: en_US
Type: Source

# KEY	LABEL

ButtonOrLink.CustomPageItem.Intelligent_Territories_CORE	Intelligent Territories
ButtonOrLink.CustomPageItem.Intercon_Field_Medical_SharePoint_Site	Intercon Field Medical SharePoint Site
ButtonOrLink.CustomPageItem.Italy_Activity_Owner	Italy Activity Owner
ButtonOrLink.CustomPageItem.Italy_Approver	Italy Approver
ButtonOrLink.CustomPageItem.Italy_Approver_2	Italy Approver 2
ButtonOrLink.CustomPageItem.Italy_PO_2	Italy PO 2
ButtonOrLink.CustomPageItem.Italy_Service_Coordinator	Italy Service Coordinator
ButtonOrLink.CustomPageItem.Link_Tiering_Criteria_HCPTS	Link Tiering Criteria
ButtonOrLink.CustomPageItem.My_ORP_patient_website	My ORP patient website
ButtonOrLink.CustomPageItem.Oncology_Field_Force_SharePoint_Site	Oncology Field Force SharePoint Site
ButtonOrLink.CustomPageItem.One_Life_Are_You_at_Risk_disease_awareness_website	One Life / Are You at Risk disease awareness website
ButtonOrLink.CustomPageItem.Onglyza_SharePoint_Site	Onglyza SharePoint Site
ButtonOrLink.CustomPageItem.Rep_KPI_Report	Rep KPI Report
ButtonOrLink.CustomPageItem.Rey_of_Light_iTunes_download_link	Rey of Light iTunes download link
ButtonOrLink.CustomPageItem.Rey_of_Light_patient_website	Rey of Light patient website
ButtonOrLink.CustomPageItem.TA_KITS_and_KIQS	TA KITS and KIQS
ButtonOrLink.CustomPageItem.Tablet_Install_vod	VMobile Install
ButtonOrLink.CustomPageItem.UK_Activity_Owner	UK Activity Owner
ButtonOrLink.CustomPageItem.UK_PO_2	UK PO 2
ButtonOrLink.CustomPageItem.UK_SC_2	UK SC 2
ButtonOrLink.CustomPageItem.UK_Service_Coordinator	UK Service Coordinator
ButtonOrLink.CustomPageItem.Veeva_CRM_Doc_vod	Veeva CRM Documentation
ButtonOrLink.CustomPageItem.Veeva_Systems	Veeva Systems
ButtonOrLink.CustomPageItem.Windows_Modern_Install_vod	Install Windows 8 application
ButtonOrLink.CustomPageItem.Yervoy_Canada_brand_website	Yervoy Canada brand website
ButtonOrLink.CustomPageItem.Yervoy_Patient_Alerts_Program_for_HCP_s	Yervoy Patient Alerts Program for HCP's
ButtonOrLink.CustomPageItem.e_College_BMS_CN	e-College
ButtonOrLink.CustomPageItem.e_Portal_CORE	e-Portal
ButtonOrLink.CustomPageItem.iPad_Install_vod	iRep Install
ButtonOrLink.Lead.APXTConga4__Conga_Composer_OAuth	Conga Composer (OAuth)
ButtonOrLink.Lead.APXTConga4__Conga_Mail_Merge	Conga Composer
ButtonOrLink.Lead.echosign_dev1__Send_to_EchoSign	Send for Signature
ButtonOrLink.Opportunity.APXTConga4__Conga_Composer_OAuth	Conga Composer (OAuth)
ButtonOrLink.Opportunity.APXTConga4__Conga_Mail_Merge	Conga Composer
ButtonOrLink.Opportunity.echosign_dev1__Conga_Send_to_EchoSign	Send for Signature - Conga
ButtonOrLink.Opportunity.DeliveryStatus	Delivery Status
ButtonOrLink.Opportunity.echosign_dev1__Send_to_EchoSign	Send for Signature
ButtonOrLink.Solution.APXTConga4__Conga_Composer_OAuth	Conga Composer (OAuth)
ButtonOrLink.Solution.APXTConga4__Conga_Mail_Merge	Conga Composer
ButtonOrLink.User.APXTConga4__Conga_Composer_OAuth	Conga Composer (OAuth)
ButtonOrLink.User.APXTConga4__Conga_Mail_Merge	Conga Composer
ButtonOrLink.User.Download_Last_30_Days_vod	Download Last 30 Days
ButtonOrLink.User.Download_Last_7_Days_vod	Download Last 7 Days
ButtonOrLink.User.Download_Last_Day_vod	Download Last Day
ButtonOrLink.User.echosign_dev1__Sync_EchoSign_User	Sync Document Cloud User
ButtonOrLink.User.User_Access_Audit_BMS_EMEA	User Access Audit
CustomApp.BMS_Veeva_Events_HCPTS	BMS Veeva Events
CustomApp.Configuration	Configuration
CustomApp.APXTConga4__CongaMerge	Conga Composer
CustomApp.echosign_dev1__EchoSign	Adobe Sign
CustomApp.Sample_Admin	Sample Admin
CustomApp.VEM__VEM	Veeva Environment Management
CustomApp.VInsights	Veeva CRM Insights
CustomApp.Veeva_PMO_Tool_Kit	PMO Tool Kit
CustomApp.vBioPharma	Veeva CRM
CustomField.Alignment_Config__c.Alignment_Id_BMS_SHARED.FieldLabel	Alignment Id
CustomField.Alignment_Config__c.Applicable_to_BMS_SHARED.FieldLabel	Applicable to
CustomField.Alignment_Config__c.Assignment_Role_Code_BMS_SHARED.FieldLabel	Assignment Role Code
CustomField.Alignment_Config__c.Business_Unit_Cd_BMS_SHARED.FieldLabel	Business Unit Cd
CustomField.Alignment_Config__c.Country_BMS_SHARED.FieldLabel	Country
CustomField.Alignment_Config__c.District_BMS_SHARED.FieldLabel	District
CustomField.Alignment_Config__c.Field_Force_Type_Code_BMS_SHARED.FieldLabel	Field Force Type Code
CustomField.Alignment_Config__c.Language_BMS_SHARED.FieldLabel	Language
CustomField.Alignment_Config__c.Level_BMS_SHARED.FieldLabel	Level
CustomField.Alignment_Config__c.Locale_BMS_SHARED.FieldLabel	Locale
CustomField.Alignment_Config__c.Permission_Set_BMS_SHARED.FieldLabel	Permission Set
CustomField.Alignment_Config__c.Profile_Type_BMS_SHARED.FieldLabel	Profile Type
CustomField.Alignment_Config__c.Sampling_Indicator_BMS_SHARED.FieldLabel	Sampling Indicator
CustomField.Alignment_Config__c.Territory_BMS_SHARED.FieldLabel	Territory
CustomField.Alignment_Config__c.Time_Zone_BMS_SHARED.FieldLabel	Time Zone
CustomField.Address_Coordinates_vod__c.Address_vod.FieldLabel	Address
CustomField.Address_Coordinates_vod__c.Address_vod.RelatedListLabel	Address Coordinates
CustomField.Address_Coordinates_vod__c.GeoCode_Fail_vod.FieldLabel	GeoCode Fail
CustomField.Address_Coordinates_vod__c.Last_GeoCode_Date_vod.FieldLabel	Last GeoCode Date
CustomField.Address_Coordinates_vod__c.Latitude_vod.FieldLabel	Latitude
CustomField.Address_Coordinates_vod__c.Longitude_vod.FieldLabel	Longitude
CustomField.Address_Coordinates_vod__c.User_Detail_vod.FieldLabel	User Detail
CustomField.Address_Coordinates_vod__c.User_Detail_vod.RelatedListLabel	Address Coordinates
CustomField.ChildAccount_TSF_vod__c.Child_Account_vod.FieldLabel	Child Account
CustomField.ChildAccount_TSF_vod__c.Child_Account_vod.RelatedListLabel	Child Account TSFs
CustomField.ChildAccount_TSF_vod__c.External_Id_vod.FieldLabel	External Id
CustomField.ChildAccount_TSF_vod__c.My_Target_vod.FieldLabel	My Target
CustomField.ChildAccount_TSF_vod__c.Territory_vod.FieldLabel	Territory
CustomField.Content_Acknowledgement_Item_vod__c.Account_vod.FieldLabel	Account
CustomField.Content_Acknowledgement_Item_vod__c.Account_vod.RelatedListLabel	Content Acknowledgement Items
CustomField.Content_Acknowledgement_Item_vod__c.Content_Acknowledgement_vod.FieldLabel	AOC
CustomField.Content_Acknowledgement_Item_vod__c.Content_Acknowledgement_vod.RelatedListLabel	Content Acknowledgement Items
CustomField.Content_Acknowledgement_Item_vod__c.Distributor_vod.FieldLabel	Distributor
CustomField.Content_Acknowledgement_Item_vod__c.External_Id_vod.FieldLabel	External Id
CustomField.Content_Acknowledgement_Item_vod__c.Lot_vod.FieldLabel	Lot #
CustomField.Content_Acknowledgement_Item_vod__c.Manufacturer_vod.FieldLabel	Manufacturer
CustomField.Content_Acknowledgement_Item_vod__c.Mobile_ID_vod.FieldLabel	Mobile ID
CustomField.Content_Acknowledgement_Item_vod__c.Product_Name_vod.FieldLabel	Product Name
CustomField.Content_Acknowledgement_Item_vod__c.Product_vod.FieldLabel	Product
CustomField.Content_Acknowledgement_Item_vod__c.Product_vod.RelatedListLabel	Content Acknowledgement Items
CustomField.Content_Acknowledgement_Item_vod__c.Received_Quantity_vod.FieldLabel	Received Quantity
CustomField.Content_Acknowledgement_Item_vod__c.Ship_Quantity_vod.FieldLabel	Ship Quantity
CustomField.Content_Acknowledgement_Item_vod__c.Tracking_vod.FieldLabel	Tracking #
CustomField.Content_Acknowledgement_Item_vod__c.U_M_vod.FieldLabel	U/M
CustomField.Content_Acknowledgement_vod__c.AOC_Due_Date_vod.FieldLabel	AOC Due Date
CustomField.Content_Acknowledgement_vod__c.Account_vod.FieldLabel	Account
CustomField.Content_Acknowledgement_vod__c.Account_vod.RelatedListLabel	Content Acknowledgements
CustomField.Content_Acknowledgement_vod__c.Alert_Created_vod.FieldLabel	Alert Created
CustomField.Content_Acknowledgement_vod__c.Alert_Duration_vod.FieldLabel	Alert Duration
CustomField.Content_Acknowledgement_vod__c.Call_Reference_vod.FieldLabel	Call Reference
CustomField.Content_Acknowledgement_vod__c.Call_Reference_vod.RelatedListLabel	Content Acknowledgements
CustomField.Content_Acknowledgement_vod__c.Call_Text_vod.FieldLabel	Call Text
CustomField.Content_Acknowledgement_vod__c.Create_Alert_vod.FieldLabel	Create Alert
CustomField.Content_Acknowledgement_vod__c.Credentials_vod.FieldLabel	Credentials
CustomField.Content_Acknowledgement_vod__c.Delivery_Date_vod.FieldLabel	Delivery Date
CustomField.Content_Acknowledgement_vod__c.Disclaimer_vod.FieldLabel	Disclaimer
CustomField.Content_Acknowledgement_vod__c.External_Id_vod.FieldLabel	External Id
CustomField.Content_Acknowledgement_vod__c.Mobile_ID_vod.FieldLabel	Mobile ID
CustomField.Content_Acknowledgement_vod__c.Not_Received_vod.FieldLabel	Not Received
CustomField.Content_Acknowledgement_vod__c.Order_Id_vod.FieldLabel	Order Id
CustomField.Content_Acknowledgement_vod__c.Received_By_FirstName_vod.FieldLabel	Received By First Name
CustomField.Content_Acknowledgement_vod__c.Received_By_LastName_vod.FieldLabel	Received By Last Name
CustomField.Content_Acknowledgement_vod__c.Received_By_Middle_vod.FieldLabel	Received By Middle Name
CustomField.Content_Acknowledgement_vod__c.Received_By_vod.FieldLabel	Received By
CustomField.Content_Acknowledgement_vod__c.Received_Title_vod.FieldLabel	Received Title
CustomField.Content_Acknowledgement_vod__c.Request_Receipt_vod.FieldLabel	Request Receipt
CustomField.Content_Acknowledgement_vod__c.Ship_ASSMCA_vod.FieldLabel	Ship ASSMCA #
CustomField.Content_Acknowledgement_vod__c.Ship_Address_Line_1_vod.FieldLabel	Ship Address Line 1
CustomField.Content_Acknowledgement_vod__c.Ship_Address_Line_2_vod.FieldLabel	Ship Address Line 2
CustomField.Content_Acknowledgement_vod__c.Ship_Address_vod.FieldLabel	Ship Address
CustomField.Content_Acknowledgement_vod__c.Ship_CDS_vod.FieldLabel	Ship CDS #
CustomField.Content_Acknowledgement_vod__c.Ship_City_vod.FieldLabel	Ship City
CustomField.Content_Acknowledgement_vod__c.Ship_Country_vod.FieldLabel	Ship Country
CustomField.Content_Acknowledgement_vod__c.Ship_DEA_vod.FieldLabel	Ship DEA #
CustomField.Content_Acknowledgement_vod__c.Ship_Date_vod.FieldLabel	Ship Date
CustomField.Content_Acknowledgement_vod__c.Ship_License_vod.FieldLabel	Ship License #
CustomField.Content_Acknowledgement_vod__c.Ship_Location_vod.FieldLabel	Ship Location
CustomField.Content_Acknowledgement_vod__c.Ship_State_vod.FieldLabel	Ship State
CustomField.Content_Acknowledgement_vod__c.Ship_Zip_4.FieldLabel	Ship Zip 4
CustomField.Content_Acknowledgement_vod__c.Ship_Zip_vod.FieldLabel	Ship Zip
CustomField.Content_Acknowledgement_vod__c.Signature_Date_vod.FieldLabel	Signature Date
CustomField.Content_Acknowledgement_vod__c.Signature_vod.FieldLabel	Signature
CustomField.Content_Acknowledgement_vod__c.Status_vod.FieldLabel	Status
CustomField.Content_Acknowledgement_vod__c.Unlock_vod.FieldLabel	Unlock
CustomField.HTML_Report_vod__c.Description_vod.FieldLabel	Description
CustomField.HTML_Report_vod__c.External_Id_vod.FieldLabel	External ID
CustomField.HTML_Report_vod__c.Failure_Msg_vod.FieldLabel	Status Details
CustomField.HTML_Report_vod__c.Profile_Name_vod.FieldLabel	Profile Name
CustomField.HTML_Report_vod__c.Profile_vod.FieldLabel	Profile
CustomField.HTML_Report_vod__c.Published_Date_vod.FieldLabel	Published Date
CustomField.HTML_Report_vod__c.Status_vod.FieldLabel	Status
CustomField.Medical_Insight_vod__c.Account_vod.FieldLabel	Account
CustomField.Medical_Insight_vod__c.Account_vod.RelatedListLabel	Medical Insights
CustomField.Medical_Insight_vod__c.Clinical_Trial_vod.FieldLabel	Clinical Trial
CustomField.Medical_Insight_vod__c.Clinical_Trial_vod.RelatedListLabel	Medical Insights
CustomField.Medical_Insight_vod__c.Date_vod.FieldLabel	Date
CustomField.Medical_Insight_vod__c.Description_vod.FieldLabel	Description
CustomField.Medical_Insight_vod__c.Entity_Reference_Id_vod.FieldLabel	Entity Reference Id
CustomField.Medical_Insight_vod__c.Interaction_vod.FieldLabel	Interaction
CustomField.Medical_Insight_vod__c.Interaction_vod.RelatedListLabel	Medical Insights
CustomField.Medical_Insight_vod__c.Medical_Event_vod.FieldLabel	Medical Event
CustomField.Medical_Insight_vod__c.Medical_Event_vod.RelatedListLabel	Medical Insights
CustomField.Medical_Insight_vod__c.Mobile_ID_vod.FieldLabel	Mobile Id
CustomField.Medical_Insight_vod__c.Other_Source_vod.FieldLabel	Other Source
CustomField.Medical_Insight_vod__c.Override_Lock_vod.FieldLabel	Override Lock
CustomField.Medical_Insight_vod__c.Publication_vod.FieldLabel	Publication
CustomField.Medical_Insight_vod__c.Publication_vod.RelatedListLabel	Medical Insights
CustomField.Medical_Insight_vod__c.Status_vod.FieldLabel	Status
CustomField.Medical_Insight_vod__c.Summary_vod.FieldLabel	Summary
CustomField.Medical_Insight_vod__c.Unlock_vod.FieldLabel	Unlock
CustomField.Product_Information_vod__c.Account_vod.FieldLabel	Account
CustomField.Product_Information_vod__c.Account_vod.RelatedListLabel	Product Informations
CustomField.Product_Information_vod__c.External_Id_vod.FieldLabel	External ID
CustomField.Product_Information_vod__c.Product_Information_ID_vod.FieldLabel	Product Information ID
CustomField.Product_Information_vod__c.Product_vod.FieldLabel	Product
CustomField.Product_Information_vod__c.Product_vod.RelatedListLabel	Product Informations
CustomField.Content_Type_vod__c.External_Id_vod.FieldLabel	External Id
CustomField.Events_Management_Settings_vod__c.ATTENDEE_ROLLUP_STATUS_FILTER_vod.FieldLabel	ATTENDEE_ROLLUP_STATUS_FILTER_vod
CustomField.Events_Management_Settings_vod__c.Attendee_Automatch_Mode_vod.FieldLabel	Attendee_Automatch_Mode_vod
CustomField.Events_Management_Settings_vod__c.External_ID.FieldLabel	External ID
CustomField.Events_Management_Settings_vod__c.MASS_UPDATE_ATTENDEE_FIELDS_vod.FieldLabel	MASS_UPDATE_ATTENDEE_FIELDS_vod
CustomField.Events_Management_Settings_vod__c.SPEAKER_ROLLUP_STATUS_FILTER_vod.FieldLabel	SPEAKER_ROLLUP_STATUS_FILTER_vod
CustomField.Expense_Attribution_vod__c.Actual_vod.FieldLabel	Actual
CustomField.Expense_Attribution_vod__c.Expense_Line_vod.FieldLabel	Expense Line
CustomField.Expense_Attribution_vod__c.Expense_Line_vod.RelatedListLabel	Expense Attributions
CustomField.Expense_Attribution_vod__c.Expense_Type_Name_vod.FieldLabel	Expense Type
CustomField.Expense_Attribution_vod__c.Incurred_Expense_Account_vod.FieldLabel	Incurred Expense (Account)
CustomField.Expense_Attribution_vod__c.Incurred_Expense_Account_vod.RelatedListLabel	Expense Attributions
CustomField.Expense_Attribution_vod__c.Incurred_Expense_Attendee_vod.FieldLabel	Incurred Expense (Attendee)
CustomField.Expense_Attribution_vod__c.Incurred_Expense_Attendee_vod.RelatedListLabel	Expense Attributions
CustomField.Expense_Attribution_vod__c.Incurred_Expense_Speaker_vod.FieldLabel	Incurred Expense (Speaker)
CustomField.Expense_Attribution_vod__c.Incurred_Expense_Speaker_vod.RelatedListLabel	Expense Attributions
CustomField.Expense_Attribution_vod__c.Incurred_Expense_Team_Member_vod.FieldLabel	Incurred Expense (Team Member)
CustomField.Expense_Attribution_vod__c.Incurred_Expense_Team_Member_vod.RelatedListLabel	Expense Attributions
CustomField.Expense_Attribution_vod__c.Incurred_Expense_Type_vod.FieldLabel	Incurred Expense Type
CustomField.Expense_Attribution_vod__c.Incurred_Expense_Vendor_vod.FieldLabel	Incurred Expense (Vendor)
CustomField.Expense_Attribution_vod__c.Incurred_Expense_Vendor_vod.RelatedListLabel	Expense Attributions
CustomField.Expense_Attribution_vod__c.Incurred_Expense_Venue_vod.FieldLabel	Incurred Expense (Venue)
CustomField.Expense_Attribution_vod__c.Incurred_Expense_Venue_vod.RelatedListLabel	Expense Attributions
CustomField.Expense_Attribution_vod__c.Incurred_Expense_vod.FieldLabel	Incurred Expense
CustomField.Expense_Attribution_vod__c.Payment_Date_vod.FieldLabel	Payment Date
CustomField.Mobile_CRM_Settings_vod__c.Push_Notification_Test_User_vod.FieldLabel	Push Notification Test User
CustomField.Mobile_CRM_Settings_vod__c.Session_Timeout_Value_vod.FieldLabel	Session Timeout Value (min)
CustomField.Mobile_Device_vod__c.Active_vod.FieldLabel	Active?
CustomField.Mobile_Device_vod__c.App_Deleted_Datetime_vod.FieldLabel	App Deleted Date/Time
CustomField.Mobile_Device_vod__c.Device_vod.FieldLabel	Device
CustomField.Mobile_Device_vod__c.Last_App_Version_vod.FieldLabel	Last App Version
CustomField.Mobile_Device_vod__c.Last_Connected_Datetime_vod.FieldLabel	Last Connected Date/Time
CustomField.Mobile_Device_vod__c.Last_Device_Model_vod.FieldLabel	Last Device Model
CustomField.Mobile_Device_vod__c.Last_OS_Version_vod.FieldLabel	Last OS Version
CustomField.Mobile_Device_vod__c.Log_Out_Datetime_vod.FieldLabel	Log Out Date/Time
CustomField.Mobile_Device_vod__c.Push_Company_Alerts_Disabled_vod.FieldLabel	Push Company Alerts Disabled
CustomField.Mobile_Device_vod__c.Push_Notifications_Enabled_vod.FieldLabel	Push Notifications Enabled
CustomField.Mobile_Device_vod__c.User_vod.FieldLabel	User
CustomField.Mobile_Device_vod__c.User_vod.RelatedListLabel	Mobile Devices
CustomField.Remote_Meeting_vod__c.Meeting_Id_vod.FieldLabel	Meeting Id
CustomField.Remote_Meeting_vod__c.Meeting_Name_vod.FieldLabel	Meeting Name
CustomField.Remote_Meeting_vod__c.Mobile_ID_vod.FieldLabel	Mobile ID
CustomField.Remote_Meeting_vod__c.Scheduled_DateTime_vod.FieldLabel	Scheduled DateTime
CustomField.Remote_Meeting_vod__c.Scheduled_vod.FieldLabel	Successfully Scheduled
CustomField.Sample_Lot_Item_vod__c.Active_vod.FieldLabel	Active
CustomField.Sample_Lot_Item_vod__c.Sample_Lot_Item_Id_vod.FieldLabel	Sample Lot Item Id
CustomField.Sample_Lot_Item_vod__c.Sample_Lot_vod.FieldLabel	Sample Lot
CustomField.Sample_Lot_Item_vod__c.Sample_Lot_vod.RelatedListLabel	Sample Lot Items
CustomField.Sample_Lot_Item_vod__c.Tag_Alert_Number_vod.FieldLabel	Tag Alert Number
CustomField.Territory_Settings_vod__c.ATL_Mode_vod.FieldLabel	ATL Mode
CustomField.Territory_Settings_vod__c.Align_Territory_Feedback_Mode_vod.FieldLabel	Align Territory Feedback Mode
CustomField.Territory_Settings_vod__c.Align_Vault_Id_vod.FieldLabel	Align Vault Id
CustomField.Territory_Settings_vod__c.Align_Vault_Integration_Id_vod.FieldLabel	Align Vault Integration Id
CustomField.Territory_Settings_vod__c.External_Id_vod.FieldLabel	External Id
CustomField.Assortment_Line_vod__c.Assortment_vod.FieldLabel	Assortment
CustomField.Assortment_Line_vod__c.Assortment_vod.RelatedListLabel	Assortment Lines
CustomField.Assortment_Line_vod__c.Collapse_By_Default_vod.FieldLabel	Collapse By Default?
CustomField.Assortment_Line_vod__c.External_ID_vod.FieldLabel	External ID
CustomField.Assortment_Line_vod__c.Parent_Section_vod.FieldLabel	Parent Section
CustomField.Assortment_Line_vod__c.Parent_Section_vod.RelatedListLabel	Assortment Lines
CustomField.Assortment_Line_vod__c.Product_vod.FieldLabel	Product
CustomField.Assortment_Line_vod__c.Product_vod.RelatedListLabel	Assortment Lines
CustomField.Assortment_Line_vod__c.Section_Label_vod.FieldLabel	Section Label
CustomField.Assortment_Line_vod__c.Sorting_vod.FieldLabel	Sorting
CustomField.Assortment_Link_vod__c.Assortment_vod.FieldLabel	Assortment
CustomField.Assortment_Link_vod__c.Assortment_vod.RelatedListLabel	Assortment Links
CustomField.Assortment_Link_vod__c.External_ID_vod.FieldLabel	External ID
CustomField.Assortment_Link_vod__c.Order_Campaign_vod.FieldLabel	Order Campaign
CustomField.Assortment_Link_vod__c.Order_Campaign_vod.RelatedListLabel	Assortment Links
CustomField.Assortment_vod__c.Account_Group_vod.FieldLabel	Account Group
CustomField.Assortment_vod__c.Account_Record_Type_vod.FieldLabel	Account Record Type
CustomField.Assortment_vod__c.All_Others_vod.FieldLabel	All Others
CustomField.Assortment_vod__c.Assortment_Group_vod.FieldLabel	Assortment Group
CustomField.Assortment_vod__c.End_Date_vod.FieldLabel	End Date
CustomField.Assortment_vod__c.External_ID_vod.FieldLabel	External ID
CustomField.Assortment_vod__c.Inventory_Monitoring_Record_Type_vod.FieldLabel	Inventory Monitoring Record Type
CustomField.Assortment_vod__c.Order_Record_Type_vod.FieldLabel	Order Record Type
CustomField.Assortment_vod__c.Product_Bound_vod.FieldLabel	Product Bound
CustomField.Assortment_vod__c.Start_Date_vod.FieldLabel	Start Date
CustomField.Medical_Discussion_vod__c.Account_Tactic_vod.FieldLabel	Account Tactic
CustomField.Medical_Discussion_vod__c.Account_Tactic_vod.RelatedListLabel	Medical Discussions
CustomField.Medical_Discussion_vod__c.Account_vod.FieldLabel	Account
CustomField.Medical_Discussion_vod__c.Account_vod.RelatedListLabel	Medical Discussions
CustomField.Medical_Discussion_vod__c.Attendee_Type_vod.FieldLabel	Attendee Type
CustomField.Medical_Discussion_vod__c.Call2_Mobile_ID_vod.FieldLabel	Call Mobile Id
CustomField.Medical_Discussion_vod__c.Call_Date_vod.FieldLabel	Date
CustomField.Medical_Discussion_vod__c.Contact_vod.FieldLabel	Contact
CustomField.Medical_Discussion_vod__c.Contact_vod.RelatedListLabel	Medical Discussions
CustomField.Medical_Discussion_vod__c.Detail_Group_vod.FieldLabel	Detail Group
CustomField.Medical_Discussion_vod__c.Detail_Group_vod.RelatedListLabel	Medical Discussions
CustomField.Medical_Discussion_vod__c.Discussion_vod.FieldLabel	Discussion
CustomField.Medical_Discussion_vod__c.Entity_Reference_Id_vod.FieldLabel	Entity Reference Id
CustomField.Medical_Discussion_vod__c.Interaction_vod.FieldLabel	Interaction
CustomField.Medical_Discussion_vod__c.Interaction_vod.RelatedListLabel	Medical Discussions
CustomField.Medical_Discussion_vod__c.Medical_Event_vod.FieldLabel	Medical Event
CustomField.Medical_Discussion_vod__c.Medical_Event_vod.RelatedListLabel	Medical Discussions
CustomField.Medical_Discussion_vod__c.Mobile_ID_vod.FieldLabel	Mobile Id
CustomField.Medical_Discussion_vod__c.Override_Lock_vod.FieldLabel	Override Lock
CustomField.Medical_Discussion_vod__c.Product_Strategy_vod.FieldLabel	Product Strategy
CustomField.Medical_Discussion_vod__c.Product_Strategy_vod.RelatedListLabel	Medical Discussions
CustomField.Medical_Discussion_vod__c.Product_Tactic_vod.FieldLabel	Product Tactic
CustomField.Medical_Discussion_vod__c.Product_Tactic_vod.RelatedListLabel	Medical Discussions
CustomField.Medical_Discussion_vod__c.Product_vod.FieldLabel	Product
