UTF-8
BUKRS,KOSTL,KTEXT,PurchasingUnit
"0511","2005622","Stability and Chem s",""
"0511","2005623","MEDICAL SERVICE",""
"0511","2005624","INDUSTRIAL SECURITY",""
"0511","2005625","MOD MFG LIQUID",""
"0511","2005626","MOD PACK LIQUID",""
"0511","2005627","INSPEC QUALITY CONTR",""
"0511","2005628","DOC QUALITY CONTROL",""
"0511","2005629","LAB QUALITY CONTROL",""
"0511","2005631","MICROBIOLOGY",""
"0511","2005632","INDUSTRIAL ENGINEER",""
"0511","2005635","SUPERVISORS",""
"0122","2005692","Dir Planta Techop-Br",""
"0122","2005740","Diretoria Rh Cost",""
"0122","2005746","Remuneracoes E Benef",""
"0111","2005766","ITO Training & Devel",""
"0062","2005774","AUTOMATIC PALLETTIZA",""
"0062","2005775","OFIRMEV CASE-PACKER",""
"0062","2005777","QUALITY ASSURANCE AN",""
"0454","2005779","Par. Prep. Filling",""
"0454","2005780","Capper, Washer,Enc.",""
"0454","2005782","Occupancy",""
"0454","2005784","Par. Prep. Form.",""
"0072","2005794","AL Swds Embedded",""
"0020","2005807","Global Auditing",""
"0511","2005819","EQ MFG GRANUL PMA 80",""
"0511","2005820","EQ MFG MEZCLADO GLEN",""
"0511","2005821","EQ MFG SOL GR CM DIR",""
"0511","2005822","EQ MFG TABLET FETTE",""
"0511","2005823","EQ MFG TABLET MANEST",""
"0511","2005824","EQ MFG TABLET MANEST",""
"0511","2005825","EQ MFG SOL ENCAP ZAN",""
"0511","2005826","EQ MFG RECUB DRIAM",""
"0511","2005827","EQ PACK BLISTER IMA",""
"0511","2005828","EQ PACK BLISTER IMA",""
"0511","2005829","EQ PACK SACHETS",""
"0511","2005830","EQ PACK BLISTER IMA",""
"0511","2005831","EQ PACK SUPOSITORIOS",""
"0511","2005832","EQ PACK PICOT MARCHE",""
"0511","2005833","EQ PACK DROPS, EMULS",""
"0511","2005834","EQ PACK BLISTER IMA",""
"0511","2005835","EQ MFG GRANUL PMA 30",""
"0511","2005836","EQ MFG CAN GRAN DRY",""
"0511","2005837","EQ MFG CAR GR COM",""
"0511","2005838","EQ MFG TABLET FETTE",""
"0511","2005839","EQ MFG RECUB GS",""
"0511","2005840","EQ MFG TABLET FETTE",""
"0511","2005841","EQ MFG TER REC PELLE",""
"0511","2005842","EQ PACK BLISTER IMA",""
"0511","2005843","EQ PACK BLISTER WINP",""
"0511","2005844","EQ PACK BOTELLA SIMM",""
"0511","2005845","EQ PACK ENCELOF WRAP",""
"0511","2005846","EQ PACK BOTTLE CREME",""
"0511","2005847","EQ MFG MEZCLADO ZANC",""
"0511","2005848","EQ PACK PICOT MARCHE",""
"0511","2005849","EQ MFG SEMISOL REACT",""
"0511","2005850","EQ PACK PICOT UNIVER",""
"0511","2005851","EQ MFG GOTAS Y SUSPE",""
"0511","2005852","EQ MFG LIQUIDOS EMUL",""
"0511","2005853","EQ MFG LIQUIDOS JARA",""
"0511","2005854","EQ PACK SYRUP IMA 57",""
"0511","2005855","EQ PACK DROPS/BOTTLE",""
"0511","2005856","MOD MANUAL LINE",""
"0020","2005899","Biologics",""
"0020","2005900","PMO",""
"0062","2005914","VIALS WASH & INSPECT",""
"0062","2005915","AMPOULES WASH & AUT",""
"0511","2005918","Overhead credit 1622",""
"0454","2005934","Global Auditing-Mana",""
"0072","2005935","Pharm Ops-Ireland",""
"0072","2005936","Global Auditing-Irel",""
"0511","2005979","LABORATORY IMP PRODU",""
"0111","2005986","Biologics-Mt Vernon",""
"0111","2005989","HPC Tablet Printing",""
"0115","2006005","DEVELOPPEMENTS GALEN",""
"0111","2006008","Line 12 PBC Packagin",""
"0111","2006031","MTV Maintenance/Craf",""
"0511","2006032","MISC OTHER COGS",""
"0105","2006038","Innoculum Labor",""
"0105","2006039","Bio Inoculum Equip",""
"0105","2006040","Warehouse/Distr",""
"0105","2006041","Validation Services",""
"0105","2006042","Mfg Support",""
"0111","2006044","MTO Manufacturing Se",""
"0062","2006046","Transfer Project",""
"0115","2006053","MAN TOWER 5 23F GAS",""
"0115","2006054","DATAS GMS AGEN",""
"0115","2006056","AGEN EXECUTIVE MANAG",""
"0115","2006057","HR ALLOCATION",""
"0454","2006061","PSA Manufacturing La",""
"0454","2006062","PVA Manufacturing La",""
"0454","2006063","MSR Equipment",""
"0064","2006069","MT API Period Cost E",""
"0064","2006071","DP Start Up-Allocati",""
"0064","2006072","DP Environmental Exp",""
"0511","2006074","QA SYSTEMS",""
"0064","2006075","Quality Systems",""
"0105","2006079","QC Biologics",""
"0105","2006081","QC Micro Control",""
"0105","2006085","Syr Quality Assuran",""
"0454","2006093","WAREHOUSE",""
"0511","2006096","SERV MAQUILA DISTRIB",""
"0105","2006097","Automation",""
"0511","2006099","Gtos Direc Lab M-Q",""
"0454","2006103","Incoming/Stab. Smpls",""
"0511","2006107","INSPECTION SUPPORT",""
"0020","2006113","Ex-Pat Charges",""
"0020","2006115","ExM SC Variances",""
"0020","2006116","Ext.Mfg.-NA Start-Up",""
"0020","2006117","ExM Admin-NA DP",""
"0454","2006118","Idle and Impaired FA",""
"0105","2006136","BExM Quality",""
"0064","2006145","V-Blender (Potent Co",""
"0064","2006146","Color Pre Blender",""
"0064","2006147","Tableting (Potent Co",""
"0115","2006194","ADELPHE",""
"0111","2006210","MTO construction pro",""
"0064","2006214","Misc COGs-Projects",""
"0111","2006219","IN SECONDARY PKG LI",""
"0434","2006305","GMS-PERSONNEL",""
"0111","2006310","HPC Bohle Coater",""
"0141","2006384","Dir.Tec.y Calidad",""
"0062","2006398","ASEPTIC TECN&EQUIP",""
"0141","2006458","SIGRE-G.Residuos",""
"0105","2006459","Engineering Service",""
"0105","2006461","Supply Chain Plan",""
"0105","2006462","Utilities-Other",""
"0105","2006463","Maint Operations",""
"0105","2006466","Occupancy",""
"0105","2006467","Freeze/Thaw Operatn",""
"0105","2006468","Env Health & Sfty",""
"0105","2006469","WasteWater Operatio",""
"0105","2006470","Process Brine",""
"0105","2006471","Site Maint Support",""
"0105","2006476","Logistics",""
"0105","2006479","DOWN B75 EQUIP",""
"0105","2006482","Plant Engineering",""
"0105","2006486","BExM Administrative",""
"0454","2006511","Lyophilization Area",""
"0454","2006514","Formulation Area MS",""
"0454","2006516","Filling Area MSE",""
"0454","2006517","Capper / Enloader",""
"0454","2006518","Pharmacy Area (PLYO,",""
"0454","2006519","Preparation Area MS",""
"0454","2006520","Formulation PSA",""
"0454","2006543","OS Facilities Maint.",""
"0064","2006548","Stability",""
"0064","2006551","WWTP",""
"0020","2006599","Pharm Ops",""
"0020","2006600","Global Quality Svcs",""
"0105","2006603","EH&S Syr Expenses",""
"0545","2006605","Manufacturing Automa",""
"0545","2006606","LSCC CAR Related Exp",""
"0511","2006609","START UP",""
"0545","2006619","5K Bioreactors",""
"0122","2006621","Product Reg Fees-BR",""
"0057","2006637","REGISTRATION FEES",""
"0057","2006644","QUALITY ASSURANCE",""
"0545","2006645","Manufacturing Direct",""
"0545","2006646","Validation",""
"0545","2006647","Manufacturing Admini",""
"0545","2006648","Training",""
"0545","2006649","Supply Chain Indirec",""
"0545","2006650","Supply Chain and Pur",""
"0545","2006651","Micro Testing (Varia",""
"0545","2006652","Chemistry Testing (V",""
"0545","2006653","Quality Admin",""
"0545","2006654","Quality Compliance",""
"0545","2006655","Quality Reg",""
"0545","2006656","QC Microbiology",""
"0545","2006657","QC Chemistry",""
"0545","2006658","Technical Services M",""
"0545","2006659","Site Services",""
"0545","2006660","Manufacturing Engine",""
"0545","2006661","Plant Utilities",""
"0545","2006662","Site Maintenance",""
"0545","2006663","Asset Management and",""
"0545","2006664","Project Engineering",""
"0545","2006665","Manufacturing Automa",""
"0545","2006666","Process Support Equi",""
"0545","2006667","EHS",""
"0020","2006674","COGS Misc-Other",""
"0111","2006679","ITO-Sourcing",""
"0111","2006684","ITO-Finance",""
"0111","2006685","ITO-Human Resourc",""
"0545","2006690","QC Samples",""
"0122","2006692","Area Cont.Quim-MJN",""
"0062","2006694","DISPENSING ANAGNI",""
"0545","2006812","Prod. Consumables",""
"0545","2006813","Man. Tech Support",""
"0545","2006814","Start-Up Allocation",""
"0545","2006815","Misc. COGS Alloc.",""
"0454","2006816","Purchasing",""
"0454","2006817","Employee Relations",""
"0454","2006818","Cafeteria",""
"0454","2006819","Plant Administratio",""
"0454","2006820","Finance",""
"0454","2006821","Medical",""
"0454","2006822","Security",""
"0454","2006823","Project Engineering",""
"0111","2006835","ITO-EHS",""
"0454","2006839","PR Regional Benefit",""
"0062","2006844","EMEA Ext. Mfg.",""
"0064","2006900","Site Closure Expense",""
"0545","2006910","Seed Campaign No.1",""
"0545","2006911","Seed Campaign No.2",""
"0545","2006912","Production Bioreacto",""
"0545","2006913","Purification",""
"0545","2006914","Security",""
"0545","2007019","Finance",""
"0545","2007020","Human Resources",""
"0545","2007021","General Management",""
"0454","2007030","Manati Start-up Cost",""
"0545","2007032","GFSO Devens",""
"0545","2007034","Supply Chain Cryo",""
"0545","2007037","QA/QC Fixed",""
"0111","2007043","MTV Encapsulating",""
"0111","2007044","MTV Tableting",""
"0111","2007045","MTV Powders",""
"0111","2007046","MTV Gran/Tray",""
"0062","2007060","WHITE LINE",""
"0062","2007064","UHLMANN B1260 LINE",""
"0062","2007065","IMA C90 LINE",""
"0062","2007066","MB 430 LINE",""
"0115","2007067","PACK BLISTER E05 GAS",""
"0115","2007068","CMC-Affair reglt",""
"0115","2007069","PACK BLSTR 5 E09 GUY",""
"0115","2007070","PACK 19E GAS SIG1",""
"0115","2007071","PACK 20E GAS SIG2",""
"0115","2007072","MAN TOWER 6 24F GASC",""
"0111","2007076","ITO Facilities",""
"0111","2007077","ITO Tech Services",""
"0020","2007091","Micro Bio Control",""
"0105","2007093","Pharm Ops-Syracuse",""
"0105","2007094","Global Auditing-Syra",""
"0111","2007095","Pharm Ops-Mt Vernon",""
"0020","2007096","PACKAGE ENGINEERING",""
"0020","2007097","Mfg Technology-DP",""
"0468","2007151","Regist fees Ozone",""
"0083","2007184","QUALITY CONTROL",""
"0401","2007185","QUALITY CONTROL",""
"0089","2007188","Production Planning",""
"0089","2007199","SIDC Sampling",""
"0089","2007200","Mfg. Tech.-DP",""
"0089","2007205","Warehouse",""
"0089","2007206","HR",""
"0089","2007207","Cafeteria / Other",""
"0089","2007208","GMS Finance",""
"0089","2007209","Purchasing",""
"0089","2007211","EHS",""
"0089","2007214","GFS/O-Entecavir",""
"0089","2007215","GFS/O-Lactam",""
"0111","2007217","MTV ROLLER/COMP",""
"0089","2007220","Start-Up",""
"0020","2007221","GMS China GM",""
"0062","2007224","Legacy costs",""
"0150","2007231","Registration exp.Rus",""
"0048","2007249","OTROS COSTOS BMS",""
"0115","2007254","PELLICULAGE TURB. 3",""
"0511","2007265","GDO Warehouse",""
"0105","2007267","Human Resources-Syr",""
"0105","2007268","Site Administration",""
"0105","2007269","Finance-Syr",""
"0105","2007270","BExM Strat Sourcing",""
"0105","2007273","Fac & Eng Ops",""
"0105","2007274","Comp Train/Telephone",""
"0064","2007295","PLANT ADMIN-MEXICO",""
"0035","2007300","Global Planning-Cana",""
"0511","2007301","Global Planning-Mexi",""
"0020","2007303","Global Planning-US",""
"0045","2007309","Turkey SC",""
"0062","2007358","2UTA(HVAC) VEIS",""
"0062","2007359","2AIR COMPRESSED AIR",""
"0055","2007361","Global Planning-Puer",""
"0454","2007362","Misc COGs-Proj.",""
"0115","2007363","Inboud Russia",""
"0115","2007364","FORMAT TECH METIER",""
"0550","2007365","ExM SC Variances",""
"0545","2007366","MST-DVN",""
"0122","2007367","Man&Quality Control",""
"0122","2007368","Chemical Expenses",""
"0050","2007373","Quality Control",""
"0038","2007374","Quality Control",""
"0048","2007375","Quality Control",""
"0047","2007376","Quality Control",""
"0205","2007377","Quality Control",""
"0217","2007378","Quality Control",""
"0115","2007379","Develpt Etudes Qual",""
"0062","2007381","PLANNING STERILE BU",""
"0062","2007382","PLANNING ORAL BU",""
"0062","2007383","PLANNING PERFALGAN",""
"0062","2007384","MAINTENANCE STERILE",""
"0062","2007385","MAINTENANCE ORAL BU",""
"0062","2007386","MAINTENANCE PERFALGA",""
"0062","2007389","PERFALGAN LABOR POOL",""
"0064","2007391","NEW PRODUCT TRANSFER",""
"0064","2007392","B6EX-Manufacturing",""
"0064","2007393","B6EXSupport Services",""
"0064","2007394","B6EX-Administration",""
"0089","2007395","GFS/O-Glucophage",""
"0089","2007396","GFS/O-OTC",""
"0089","2007397","GFS/O-RX Tabs",""
"0089","2007398","China 2020",""
"0089","2007399","Supply Chain",""
"0089","2007400","Manufacturing",""
"0089","2007401","Glucophage",""
"0089","2007402","Glucophage Formulati",""
"0089","2007403","Glucophage Formulati",""
"0089","2007404","Glucophage Packing L",""
"0089","2007405","Glucophage Packing M",""
"0089","2007406","RX Tabs",""
"0089","2007407","RX Formulation Labor",""
"0089","2007408","RX Formulation Machi",""
"0089","2007409","RX Packing Labor",""
"0089","2007410","RX Packing Machine",""
"0089","2007411","Baraclude Formulatio",""
"0089","2007412","Baraclude Formulatio",""
"0089","2007413","OTC",""
"0089","2007414","OTC Formulation Labo",""
"0089","2007415","OTC Formulation Mach",""
"0089","2007416","OTC Packing Labor",""
"0089","2007417","OTC Packing Machine",""
"0089","2007418","Lactam Formulation L",""
"0089","2007419","Lactam Formulation M",""
"0089","2007420","Lactam Packing Labor",""
"0089","2007421","Lactam Packing Machi",""
"0089","2007422","Production Supportin",""
"0089","2007423","Production Maintenan",""
"0089","2007424","QA/QC",""
"0089","2007425","Compliance",""
"0089","2007426","QA RX",""
"0089","2007427","QA OTC",""
"0089","2007428","QC Lab",""
"0089","2007429","QC RX",""
"0089","2007430","QC OTC",""
"0089","2007431","Micro Lab",""
"0089","2007432","QC Lab Technical Sup",""
"0089","2007433","QA RM&PM",""
"0089","2007434","Engineering",""
"0089","2007435","Utility Maintenance",""
"0089","2007436","Utility Operation",""
"0089","2007437","Engineering Technica",""
"0089","2007438","Project",""
"0089","2007439","Onglyza Formulation",""
"0089","2007440","VP & GM GMS",""
"0111","2007445","MTV 123 Wet Cell",""
"0111","2007446","MTV 123 Blending",""
"0111","2007447","MTV 123 Tableting",""
"0062","2007459","HUMAN RESOURCE",""
"0062","2007460","general services",""
"0062","2007461","purchasing c/c",""
"0062","2007462","finance c/c",""
"0062","2007463","QC BioLab",""
"0062","2007464","NEW GEN.MANAGEMENT",""
"0062","2007465","Line Mediseal 1",""
"0062","2007466","Line Mediseal 2",""
"0111","2007467","MTV 123 Flex Room",""
"0115","2007468","COMPR FETTE 2100-01C",""
"0115","2007469","COMPR FETTE 3100-02C",""
"0115","2007470","COMPR FETTE 3090-03C",""
"0115","2007471","COMPR.KORSCH 800-04C",""
"0511","2007472","EQ MFG DRYING GLATT",""
"0511","2007473","EQ MFG DRYING LITZEN",""
"0511","2007474","EQ  MANUAL LINE",""
"0511","2007475","EQ MFG GRANUL COLLET",""
"0511","2007476","EQ PHARMACY",""
"0511","2007477","EQ MFG TABLET MANEST",""
"0511","2007478","MANUFACTURING PROJEC",""
"0511","2007479","QA/QC PROJECT",""
"0511","2007480","OTHER PROJECTS",""
"0111","2007481","MTV 123 Processing A",""
"0064","2007487","PROJ MGMT OFFICE",""
"0064","2007488","PRODUCTION ADMIN",""
"0072","2007489","ExM SC Variances",""
"0072","2007490","ExM SC Variances",""
"0062","2007494","Global Auditing-It",""
"0556","2007500","Ext Mfg Support Amyl",""
"0557","2007502","Materials Mgmt-Commo",""
"0557","2007505","Quality Common",""
"0557","2007511","Quality Validation",""
"0557","2007512","Engr Common",""
"0557","2007513","Site Services",""
"0557","2007514","Facilities",""
"0557","2007515","Engr MRO",""
"0557","2007520","EH&S",""
"0557","2007521","Mfg Common",""
"0557","2007522","Equipment Bulk",""
"0557","2007525","Equipment Pack",""
"0557","2007528","Plant Administration",""
"0557","2007530","Information Mgmt",""
"0020","2007537","BExM Strat Supply",""
"0511","2007538","MISC OTHER COGS SHUT",""
"0511","2007539","R.B. Expenses",""
"0072","2007542","ExM Quality-A&I",""
"0020","2007565","Global SC HQs",""
"0020","2007566","Supply Chain Amort",""
"0020","2007567","Serialization",""
"0122","2007568","Global Planning-Braz",""
"0217","2007569","Global Planning-Peru",""
"0141","2007570","Global Planning-Spai",""
"0115","2007571","Global Planning-Fran",""
"0089","2007572","Global Planning-Chin",""
"0038","2007573","Global Planning-Arg",""
"0020","2007574","Global Proc Exellenc",""
"0115","2007575","Bus Proc Eng-France",""
"0141","2007576","Bus Proc Eng-Spain",""
"0020","2007577","Bus Proc Eng-US",""
"0511","2007578","Bus Proc Eng-Mexico",""
"0454","2007579","Bus Proc Eng-Manati",""
"0072","2007583","MT Prod Robustness",""
"0020","2007584","Global Planning",""
"0072","2007585","Global Plan Ireland",""
"0556","2007586","ExM SC Variances",""
"5425","2007588","Global Plan-Egypt",""
"0070","2007590","ExM Warehouse",""
"0072","2007591","ExM MT-A&I",""
"0072","2007592","ExM Admin",""
"0072","2007593","ExM Global A&I",""
"0072","2007594","ExM Procurement-A&I",""
"0070","2007595","ExM Finance",""
"0070","2007596","ExM MT-DP",""
"0070","2007597","ExM EMEA/AP DP",""
"0070","2007598","ExM Procurement-DP",""
"0070","2007599","ExM Quality-DP",""
"0070","2007600","ExM Supply Chain-DP",""
"0115","2007609","Brazil SC FR expat",""
"0062","2007610","Bus Proc Eng-Italy",""
"0111","2007611","MTV Mfg. Automation",""
"0115","2007625","ExM Management",""
"0064","2007626","B41-PACKAGING LINE",""
"0064","2007627","B41-PACKAGING LABOR",""
"0511","2007628","Security Mexico Tlal",""
"0511","2007629","GMS Cultural iniciat",""
"0511","2007631","Start Up Packaging",""
"0070","2007641","ExM Operations",""
"0064","2007643","B41 OCCUPANCY",""
"0064","2007644","B41 COOLING TOWERS",""
"0064","2007645","B41 BINS AREA",""
"0064","2007646","B41 TABLET COATING",""
"0064","2007647","B41 TABLET PRESS",""
"0064","2007648","B41 ROLLER COMPACTOR",""
"0064","2007649","B41 BIN TUMBLER",""
"0064","2007650","B41 PHARMACY",""
"0064","2007651","B41 LABOR-PROCESS",""
"0072","2007653","Warehouse ExM",""
"0072","2007654","MT Drug Product ExM",""
"0072","2007655","ExM Drug Product",""
"0072","2007656","Procurement DP ExM",""
"0072","2007657","Quality DP ExM",""
"0072","2007658","Supply Chain ExM",""
"0072","2007659","Finance ExM",""
"0070","2007660","ExM Admin",""
"0434","2007662","Misc. Other GOGS",""
"0557","2007664","Start-Up Activities",""
"0070","2007667","ExM OH Absorption",""
"0072","2007668","ExM OH Absorption",""
"0072","2007669","ExM OH Absorption",""
"0089","2007670","New Product Lab",""
"0089","2007671","Onglyza Formulation",""
"0062","2007672","MEDISEAL 3 LINE",""
"0020","2007673","CMO Sales",""
"0234","2007675","QUALITY CONTROL",""
"0020","2007676","PPMO-CI",""
"0020","2007677","PPMO-NON CI",""
"0422","2007679","BExM DS Operations",""
"0422","2007680","BExM DS Start-Up",""
"0422","2007681","GCH-Supply Chain",""
"0422","2007683","BExM DP SC Variances",""
"0074","2007686","GCH-Supply Chain",""
"0074","2007687","GCH-External Mfg",""
"0556","2007690","Ext Mfg Support Amyl",""
"0115","2007700","MFG TECHNOLOGY",""
"0115","2007701","QUALIF & METROLOGY",""
"0422","2007704","BExM DS SC Variances",""
"0422","2007705","BExM DP Operations",""
"0072","2007706","G&A Info Systems",""
"0072","2007707","Purchasing",""
"0072","2007708","Exec Mgr",""
"0072","2007709","Admin",""
"0072","2007710","Finance",""
"0072","2007711","Personnel",""
"0072","2007712","Finance Cru",""
"0072","2007714","HR Cru",""
"0072","2007715","Operations Cru",""
"0072","2007716","Purchasing Cru",""
"0072","2007717","ExM Quality Systems",""
"0072","2007719","ExM Qty Alliance",""
"0072","2007721","ExM EHS",""
"0072","2007722","ExM Supply Chain-A&I",""
"0105","2007724","Comm Analytics-SYR",""
"0545","2007725","Comm Analytics-DVN",""
"0234","2007728","Utilities/Misc",""
"0234","2007729","Warehouse",""
"0072","2007730","Cafeteria",""
"0089","2007731","ExM EH&S Audit",""
"0511","2007737","Purchasing",""
"0511","2007738","Human Resources",""
"0511","2007739","Cafeteria",""
"0511","2007740","Direction GMS",""
"0511","2007741","Cost Accounting",""
"0454","2007742","Pharm Ops-Manati",""
"0454","2007743","Manati IT",""
"0111","2007744","Mt Vernon IT",""
"0511","2007745","Tlalpan IT",""
"0105","2007746","Syracuse IT",""
"0089","2007747","China IT",""
