UTF-8
WBS Element,Short Description,Parent ID,Parent Description,Company Code,Currency,Start Date,End Date,Available Budget,Total Budget
"W50080-160001","APASL 2016, Tokyo","1900000000000002974120","A&P","0080","SGD","01/01/2016","12/30/2016",70652.23,204685.00
"W50405-160004","ASCO 2016 - Lung","1900000000000002677420","A&P","0405","DKK","01/01/2016","12/31/2016",1920364.35,2442524.70
"V40062-160003","Opdivo AIOM postASCO GU","1900000000000002793620","Medical Publications","0062","EUR","01/01/2016","12/31/2016",1598198.45,1743800.00
"W50035-160005","Opdivo Lung SF Field Funds","1900000000000002756320","A&P","0035","CAD","01/01/2016","12/31/2016",223412.07,1034084.55
"W50035-160006","HCV SF Field CHE","1900000000000002755720","A&P","0035","CAD","01/01/2016","12/31/2016",42005.23,141608.00
"WF0062-160038","Yervoy Area Nord Ovest","1900000000000002801720","Other Marketing","0062","EUR","01/01/2016","12/31/2016",478576.66,753000.00
"WF0062-160039","Yervoy Area Nord Est","1900000000000002801720","Other Marketing","0062","EUR","01/01/2016","12/31/2016",478576.66,753000.00
"WF0062-160040","Yervoy Area Centro","1900000000000002801720","Other Marketing","0062","EUR","01/01/2016","12/31/2016",478576.66,753000.00
"WF0062-160041","Yervoy Area Centro Sud","1900000000000002801720","Other Marketing","0062","EUR","01/01/2016","12/31/2016",478576.66,753000.00
"WF0062-160042","Yervoy Area Sud","1900000000000002801720","Other Marketing","0062","EUR","01/01/2016","12/31/2016",478576.66,753000.00
"WF0062-160043","Opdivo FAD I-O","1900000000000002792920","Other Marketing","0062","EUR","01/01/2016","12/31/2016",1579190.22,2960530.10
"V40124-160001","Medical Activities Abatacept","1900000000000002622520","Medical Publications & Other Medical Aff","0124","CZK","01/01/2016","12/31/2016",263995.19,400000.00
"V40124-160002","Medical Activities Daclatasvir","1900000000000002623120","Medical Publications & Other Medical Aff","0124","CZK","01/01/2016","12/31/2016",144725.93,600000.00
"V40124-160003","Medical Activities Dasatinib","1900000000000002624220","Medical Publications & Other Medical Aff","0124","CZK","01/01/2016","12/31/2016",59371.40,200000.00
"V40124-160004","Medical Activities Ipilimumab","1900000000000002624620","Medical Publications & Other Medical Aff","0124","CZK","01/01/2016","12/31/2016",113108.80,400000.00
"V40124-160005","Medical Activities Nivolumab","1900000000000002626220","Medical Publications & Other Medical Aff","0124","CZK","01/01/2016","12/31/2016",3392844.30,9410000.00
"W50035-160007","Media Plan","1900000000000002756320","A&P","0035","CAD","01/01/2016","12/31/2016",223412.07,1034084.55
"W50101-160005","SPR EHA 2016","1900000000000002666220","A&P","0101","EUR","01/01/2016","12/31/2016",9523.10,27742.27
"W50101-160006","SPR Meilahti Hematology Day 2016","1900000000000002666220","A&P","0101","EUR","01/01/2016","12/31/2016",9523.10,27742.27
"W50119-160002","Masterclass/Booths 2016","1900000000000002672120","A&P","0119","NOK","01/01/2016","12/31/2016",2838984.14,3801000.00
"WF0581-160048","HBAO RRE 2016","1900000000000002594220","Other Marketing","0581","EUR","01/01/2016","12/31/2016",495151.10,911000.00
"W50074-160001","W5-Mkt-ELI - Lungenliga Davos","1900000000000002619220","A&P","0074","CHF","01/01/2016","12/31/2016",19297.17,285000.00
"W50074-160002","W5-Mkt-ELI - Lungenliga Davos","1900000000000002618820","A&P","0074","CHF","01/01/2016","12/31/2016",207646.15,716747.00
"W50074-160003","W5-Mkt-ELI - 19. Jahrestagung SHG","1900000000000002618820","A&P","0074","CHF","01/01/2016","12/31/2016",207646.15,716747.00
"W50074-160004","W5-Mkt-ELI - Quadrimed","1900000000000002618820","A&P","0074","CHF","01/01/2016","12/31/2016",207646.15,716747.00
"W50074-160006","W5-Mkt-ELI - SGK Kongress","1900000000000002618820","A&P","0074","CHF","01/01/2016","12/31/2016",207646.15,716747.00
"W50074-160007","W5-Mkt-ELI - KHM; 18. Fortbildungstagung","1900000000000002618820","A&P","0074","CHF","01/01/2016","12/31/2016",207646.15,716747.00
"W50074-160008","W5-Mkt-ELI - SFD & CMPR Montreux","1900000000000002618820","A&P","0074","CHF","01/01/2016","12/31/2016",207646.15,716747.00
"W50074-160009","W5-Mkt-ELI - Regiotopf Eliquis 2016","1900000000000002618820","A&P","0074","CHF","01/01/2016","12/31/2016",207646.15,716747.00
"WR0062-160001","Opdivo RCC Mapping 2016","1900000000000002792820","Market Research","0062","EUR","01/01/2016","12/31/2016",119980.00,561957.00
"WF0581-160049","DAMAL IO HTA & PRINCING","1900000000000002919520","Other Marketing","0581","EUR","01/01/2016","12/31/2016",163219.96,370000.00
"WF0581-160050","DAMAL RCC HTA & PRICING","1900000000000002919520","Other Marketing","0581","EUR","01/01/2016","12/31/2016",163219.96,370000.00
"WF0581-160052","DAMAL HEAD & NECK HTA& PRICING","1900000000000002919520","Other Marketing","0581","EUR","01/01/2016","12/31/2016",163219.96,370000.00
"WF0581-160051","DAMAL LH HTA & PRICING","1900000000000002919520","Other Marketing","0581","EUR","01/01/2016","12/31/2016",163219.96,370000.00
"WF0581-160053","DAMAL GLIOBLASTOMA HTA & PRICING","1900000000000002919520","Other Marketing","0581","EUR","01/01/2016","12/31/2016",163219.96,370000.00
"WF0581-160054","DAMAL NHL DLBLC HTA & PRICING","1900000000000002919520","Other Marketing","0581","EUR","01/01/2016","12/31/2016",163219.96,370000.00
"WF0581-160055","AFF GOUV melanoma / BAO OncoEco","1900000000000002919520","Other Marketing","0581","EUR","01/01/2016","12/31/2016",163219.96,370000.00
"WF0581-160056","DVLPT NSCLC - PHP Territoires Onco","1900000000000002919520","Other Marketing","0581","EUR","01/01/2016","12/31/2016",163219.96,370000.00
"WF0581-160057","DVLPT melanoma : Calculator Tool regimen","1900000000000002919520","Other Marketing","0581","EUR","01/01/2016","12/31/2016",163219.96,370000.00
"WF0581-160058","DVLPT melanoma Sympo loco regio médicoec","1900000000000002919520","Other Marketing","0581","EUR","01/01/2016","12/31/2016",163219.96,370000.00
"WF0581-160059","DVLPT Lung : Hospital Attractiveness ana","1900000000000002919520","Other Marketing","0581","EUR","01/01/2016","12/31/2016",163219.96,370000.00
"WF0581-160060","DVLPT RCC : Calculator Tool","1900000000000002919520","Other Marketing","0581","EUR","01/01/2016","12/31/2016",163219.96,370000.00
"WF0062-160044","Brand1790 EVENTI REG. A SOSTEGNO INNOVAZ","1900000000000002775320","Other Marketing","0062","EUR","01/01/2016","12/31/2016",408147.83,495900.00
"WF0581-160061","DAMAL Melanoma HTA & Pricing (rééval)","1900000000000002919320","Other Marketing","0581","EUR","01/01/2016","12/31/2016",72185.60,87000.00
"WF0581-160062","DAMAL NSCLC/SCLC HTA & PRICING","1900000000000002919320","Other Marketing","0581","EUR","01/01/2016","12/31/2016",72185.60,87000.00
"WF0581-160063","DAMAL-Transparency Atazanavir+cobicistat","1900000000000002918620","Other Marketing","0581","EUR","01/01/2016","12/31/2016",47000.00,47000.00
"WF0581-160064","DAMAL-Transparency dossier EIT paediatr","1900000000000002918620","Other Marketing","0581","EUR","01/01/2016","12/31/2016",47000.00,47000.00
"WF0581-160065","DAMAL Transparency dossier EIT Fees","1900000000000002918620","Other Marketing","0581","EUR","01/01/2016","12/31/2016",47000.00,47000.00
"WF0581-160066","DAMAL mod insc atazanavir deboo Fees","1900000000000002918620","Other Marketing","0581","EUR","01/01/2016","12/31/2016",47000.00,47000.00
"WF0581-160067","DAMAL-Transparency dossier (renewal)","1900000000000002919020","Other Marketing","0581","EUR","01/01/2016","12/31/2016",13406.00,26000.00
"WF0581-160068","DAMAL- Dossier CT (renewal) Fees","1900000000000002919020","Other Marketing","0581","EUR","01/01/2016","12/31/2016",13406.00,26000.00
"W50055-160001","2016 PR Opdivo Agency Activities","1900000000000002902120","A&P","0055","USD","01/01/2016","12/31/2016",557316.19,1132000.00
"W50055-160002","2016 PR Opdivo Patinet Suppt. Pgm.","1900000000000002902120","A&P","0055","USD","01/01/2016","12/31/2016",557316.19,1132000.00
"W50055-160003","2016 PR Opdivo Conventions","1900000000000002902120","A&P","0055","USD","01/01/2016","12/31/2016",557316.19,1132000.00
"W50055-160004","2016 PR Opdivo Speaker Programs","1900000000000002902120","A&P","0055","USD","01/01/2016","12/31/2016",557316.19,1132000.00
"W50055-160005","2016 PR Opdivo L&L","1900000000000002902120","A&P","0055","USD","01/01/2016","12/31/2016",557316.19,1132000.00
"W50055-160006","2016 PR Opdivo Agency Act.","1900000000000002902120","A&P","0055","USD","01/01/2016","12/31/2016",557316.19,1132000.00
"W50055-160007","2016 PR Opdivo Payer Programs","1900000000000002902120","A&P","0055","USD","01/01/2016","12/31/2016",557316.19,1132000.00
"WR0055-160001","2016 PR Opdivo Market Research","1900000000000002908820","Market Research Studies","0055","USD","01/01/2016","12/31/2016",45005.00,50000.00
"W50055-160009","2016 PR Empliciti Call Center","1900000000000002897220","A&P","0055","USD","01/01/2016","12/31/2016",64526.97,165000.00
"W50055-160010","2016 PR Empliciti Lunch & Learn","1900000000000002897220","A&P","0055","USD","01/01/2016","12/31/2016",64526.97,165000.00
"W50055-160011","2016 PR Empliciti Congress","1900000000000002897220","A&P","0055","USD","01/01/2016","12/31/2016",64526.97,165000.00
"WR0055-160002","2016 Empliciti Patient Research","1900000000000002897420","Market Research","0055","USD","01/01/2016","12/31/2016",25000.00,25000.00
"WR0055-160003","2016 PR Empliciti Professional Research","1900000000000002897420","Market Research","0055","USD","01/01/2016","12/31/2016",25000.00,25000.00
"W50035-160008","Opdivo Melanoma Field Funds","1900000000000002763020","A&P","0035","CAD","01/01/2016","12/31/2016",309203.40,694842.97
"W50035-160009","Opdivo RCC Field Funds","1900000000000002764920","A&P","0035","CAD","01/01/2016","12/31/2016",64201.77,224031.69
"WF0581-160069","DAMAL - Transparency dossier 90mg","1900000000000002918720","Other Marketing","0581","EUR","01/01/2016","12/31/2016",56500.00,78500.00
"WF0581-160070","DAMAL - HAS Fees 90mg","1900000000000002918720","Other Marketing","0581","EUR","01/01/2016","12/31/2016",56500.00,78500.00
"WF0581-160071","DAMAL - Ad board 90mg TC dossier","1900000000000002918720","Other Marketing","0581","EUR","01/01/2016","12/31/2016",56500.00,78500.00
"WF0581-160072","DAMAL - Dossier CT (HAS reevaluation)","1900000000000002918720","Other Marketing","0581","EUR","01/01/2016","12/31/2016",56500.00,78500.00
"WF0581-160073","DAMAL - HAS Fees reevaluation","1900000000000002918720","Other Marketing","0581","EUR","01/01/2016","12/31/2016",56500.00,78500.00
"WF0581-160074","DAMAL - Ad board reevaluation TC dossier","1900000000000002918720","Other Marketing","0581","EUR","01/01/2016","12/31/2016",56500.00,78500.00
"WF0581-160075","DAMAL Extension indication MTX Naif","1900000000000002916920","Other Marketing","0581","EUR","01/01/2016","12/31/2016",83000.00,83000.00
"WF0581-160076","DVLPT Application BIM","1900000000000002916920","Other Marketing","0581","EUR","01/01/2016","12/31/2016",83000.00,83000.00
"WF0581-160077","DVLPT Comm Bio-Similaires","1900000000000002916920","Other Marketing","0581","EUR","01/01/2016","12/31/2016",83000.00,83000.00
"WF0581-160078","DAMAL - Dossier CT 5 year renewal","1900000000000002918420","Other Marketing","0581","EUR","01/01/2016","12/31/2016",67682.50,120000.00
"WF0581-160079","Gov Affair & Field Access","1900000000000002918420","Other Marketing","0581","EUR","01/01/2016","12/31/2016",67682.50,120000.00
"WF0581-160080","CeltiPharm","1900000000000002918420","Other Marketing","0581","EUR","01/01/2016","12/31/2016",67682.50,120000.00
"WF0115-160001","DAMAL - Renouvellement Dafalgan Codéiné","1900000000000002920320","Other Marketing","0115","EUR","01/01/2016","12/31/2016",56500.00,67000.00
"WF0115-160002","DAMAL - Insc Gamme Arthralgan","1900000000000002920320","Other Marketing","0115","EUR","01/01/2016","12/31/2016",56500.00,67000.00
"WF0115-160003","DAMAL - Insc Gamme susp buv enfant","1900000000000002920320","Other Marketing","0115","EUR","01/01/2016","12/31/2016",56500.00,67000.00
"WF0115-160004","DAMAL - Changement nom paracetamol","1900000000000002920320","Other Marketing","0115","EUR","01/01/2016","12/31/2016",56500.00,67000.00
"W50405-160006","ELCC 2016","1900000000000002677420","A&P","0405","DKK","01/01/2016","12/31/2016",1920364.35,2442524.70
"WF0062-160045","Opdivo Area Nord Ovest-Galizia","1900000000000002792920","Other Marketing","0062","EUR","01/01/2016","12/31/2016",1579190.22,2960530.10
"WF0581-160081","Opdivo-Mel-OM-RRE-Réunion régionale Q1","1900000000000002918220","Other Marketing","0581","EUR","01/01/2016","12/31/2016",61758.08,670000.00
"WF0581-160082","Opdivo-Melanome-OM-RRE-Symposium AFIC","1900000000000002918220","Other Marketing","0581","EUR","01/01/2016","12/31/2016",61758.08,670000.00
"WF0062-160046","Opdivo Area Nord Est-DeVidi","1900000000000002792920","Other Marketing","0062","EUR","01/01/2016","12/31/2016",1579190.22,2960530.10
"WF0062-160047","Opdivo Area Centro-Rao","1900000000000002792920","Other Marketing","0062","EUR","01/01/2016","12/31/2016",1579190.22,2960530.10
"WF0062-160048","Opdivo Area Centro Sud-DellaGuardia","1900000000000002792920","Other Marketing","0062","EUR","01/01/2016","12/31/2016",1579190.22,2960530.10
"WF0062-160049","Opdivo Area Sud-Figliuolo","1900000000000002792920","Other Marketing","0062","EUR","01/01/2016","12/31/2016",1579190.22,2960530.10
"WF0062-160050","Sprycel Agorà Catania Marzo'16","1900000000000002800520","Other Marketing","0062","EUR","01/01/2016","12/31/2016",94218.09,306736.00
"W50055-160016","2016 PR Sprycel Call Center","1900000000000002902220","A&P","0055","USD","01/01/2016","12/30/2016",32904.52,217000.00
"W50055-160017","2016 PR Sprycel Lunch & Learn","1900000000000002902220","A&P","0055","USD","01/01/2016","12/30/2016",32904.52,217000.00
"W50055-160018","2016 PR Sprycel Speaker Program","1900000000000002902220","A&P","0055","USD","01/01/2016","12/30/2016",32904.52,217000.00
"W50055-160019","2016 PR Sprycel Congress","1900000000000002902220","A&P","0055","USD","01/01/2016","12/30/2016",32904.52,217000.00
"W50055-160020","2016 PR Sprycel Advertising","1900000000000002902220","A&P","0055","USD","01/01/2016","12/30/2016",32904.52,217000.00
"WR0055-160004","2016 PR Sprycel Patient Research","1900000000000002902420","Market Research","0055","USD","01/01/2016","12/30/2016",25000.00,25000.00
"WR0055-160005","2016 PR Sprycel Professional Research","1900000000000002902420","Market Research","0055","USD","01/01/2016","12/30/2016",25000.00,25000.00
"W50581-160021","SFH 2016","1900000000000002916120","A&P","0581","EUR","01/01/2016","12/31/2016",210750.42,504000.00
"W50581-160022","EHA 2016","1900000000000002916120","A&P","0581","EUR","01/01/2016","12/31/2016",210750.42,504000.00
"W50581-160025","Opdivo-Lung-A&P-Mktg-CPLF","1900000000000002657420","A&P","0581","EUR","01/01/2016","12/31/2016",1268245.47,2289500.00
"W50581-160026","JNI 2015","1900000000000002652320","A&P","0581","EUR","01/01/2016","12/31/2016",438292.37,918000.00
"W50581-160027","Synergie & Résistances 2015","1900000000000002652320","A&P","0581","EUR","01/01/2016","12/31/2016",438292.37,918000.00
"W50035-160010","Abilify Field Funds","1900000000000002752720","A&P","0035","CAD","01/01/2016","12/31/2016",838043.15,1473000.00
"W50035-160011","Abilify Field Funds (Otsuka)","1900000000000002752720","A&P","0035","CAD","01/01/2016","12/31/2016",838043.15,1473000.00
"W50035-160012","Eliquis Field Funds","1900000000000002753920","A&P","0035","CAD","01/01/2016","12/31/2016",1393195.35,2361410.73
"W50101-160008","Nordic Pathology Meeting","1900000000000002667620","A&P","0101","EUR","01/01/2016","12/31/2016",115270.57,216951.50
"V40062-160004","Sprycel Advisory Board","1900000000000002801320","Medical Publications","0062","EUR","01/01/2016","12/31/2016",20413.00,24600.00
"W50405-160007","Best Practice advertising 2016","1900000000000002614120","A&P","0405","DKK","01/01/2016","12/31/2016",776503.52,1365999.96
"WR0405-160001","RA Dynamics NordiMed","1900000000000002614320","Market Research","0405","DKK","01/01/2016","12/31/2016",0.04,119000.04
"W50074-160011","W5-Mkt-DAF - Quadrimed, Montana","1900000000000002619220","A&P","0074","CHF","01/01/2016","12/31/2016",19297.17,285000.00
"W50074-160012","W5-Mkt-DAF - SGAIM Basel","1900000000000002619220","A&P","0074","CHF","01/01/2016","12/31/2016",19297.17,285000.00
"W50074-160013","M5-Mkt-DAF - SGP Jahresversammlung GSASA","1900000000000002619220","A&P","0074","CHF","01/01/2016","12/31/2016",19297.17,285000.00
"W50074-160014","M5-Mkt-DAF - KHM Luzern","1900000000000002619220","A&P","0074","CHF","01/01/2016","12/31/2016",19297.17,285000.00
"W50074-160016","M5-Mkt-DAF - Regiotopf Dafalgan 2015","1900000000000002619220","A&P","0074","CHF","01/01/2016","12/31/2016",19297.17,285000.00
"W50055-160012","2016 PR Empliciti Speaker Program","1900000000000002897220","A&P","0055","USD","01/01/2016","12/31/2016",64526.97,165000.00
